"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"04.11.2016","3,250","3,350","3,350","3,210","23,03K","-2,99%"
"03.11.2016","3,350","3,300","3,350","3,300","11,26K","-1,18%"
"02.11.2016","3,390","3,300","3,400","3,300","14,63K","1,19%"
"01.11.2016","3,350","3,360","3,450","3,350","23,27K","-0,30%"
"31.10.2016","3,360","3,260","3,360","3,260","23,91K","2,75%"
"28.10.2016","3,270","3,280","3,280","3,270","3,89K","-0,61%"
"27.10.2016","3,290","3,190","3,290","3,190","8,67K","2,81%"
"26.10.2016","3,200","3,180","3,200","3,180","14,37K","0,95%"
"25.10.2016","3,170","3,270","3,270","3,170","20,61K","-3,65%"
"24.10.2016","3,290","3,330","3,330","3,290","19,92K","-2,08%"
"21.10.2016","3,360","3,370","3,370","3,360","8,12K","-0,30%"
"20.10.2016","3,370","3,370","3,370","3,370","11,06K","0,00%"
"19.10.2016","3,370","3,370","3,370","3,370","12,59K","0,00%"
"18.10.2016","3,370","3,330","3,370","3,330","26,43K","1,20%"
"17.10.2016","3,330","3,330","3,330","3,310","15,99K","0,30%"
"14.10.2016","3,320","3,300","3,320","3,300","18,73K","0,61%"
"13.10.2016","3,300","3,350","3,350","3,210","27,65K","-1,49%"
"12.10.2016","3,350","3,500","3,500","3,350","31,03K","-4,29%"
"11.10.2016","3,500","3,380","3,500","3,380","45,84K","4,17%"
"10.10.2016","3,360","3,300","3,360","3,300","55,58K","2,44%"
"07.10.2016","3,280","3,270","3,280","3,270","24,14K","0,00%"
"06.10.2016","3,280","3,280","3,280","3,280","5,97K","0,00%"
"05.10.2016","3,280","3,250","3,280","3,230","36,15K","0,92%"
"04.10.2016","3,250","3,030","3,250","3,030","16,62K","7,26%"
"03.10.2016","3,030","2,950","3,030","2,950","15,94K","1,68%"
"30.09.2016","2,980","2,990","2,990","2,980","41,71K","-1,00%"
"29.09.2016","3,010","3,110","3,110","3,010","7,68K","-3,83%"
"28.09.2016","3,130","3,140","3,140","3,130","13,69K","-0,32%"
"27.09.2016","3,140","3,150","3,150","3,140","9,70K","1,29%"
"26.09.2016","3,100","3,110","3,110","3,100","60,80K","-1,27%"
"23.09.2016","3,140","3,150","3,150","3,140","86,38K","-7,37%"
"22.09.2016","3,390","3,450","3,500","3,390","48,55K","-0,29%"
"21.09.2016","3,400","3,210","3,400","3,210","87,92K","6,58%"
"20.09.2016","3,190","3,000","3,190","3,000","55,38K","7,05%"
"19.09.2016","2,980","3,000","3,000","2,970","51,65K","1,02%"
"16.09.2016","2,950","2,760","2,950","2,760","27,39K","6,12%"
"09.09.2016","2,780","2,800","2,800","2,780","19,10K","-0,71%"
"08.09.2016","2,800","2,980","2,980","2,800","33,99K","-5,08%"
"07.09.2016","2,950","2,720","2,950","2,720","107,01K","9,26%"
"06.09.2016","2,700","2,500","2,700","2,500","90,30K","9,31%"
"05.09.2016","2,470","2,430","2,470","2,430","11,79K","2,49%"
"02.09.2016","2,410","2,400","2,410","2,400","8,69K","0,42%"
"01.09.2016","2,400","2,410","2,410","2,400","4,37K","-0,41%"
"31.08.2016","2,410","2,400","2,410","2,400","2,82K","-0,41%"
"29.08.2016","2,420","2,400","2,430","2,400","7,50K","0,00%"
"26.08.2016","2,420","2,400","2,420","2,400","8,85K","0,00%"
"25.08.2016","2,420","2,400","2,420","2,400","32,20K","0,83%"
"24.08.2016","2,400","2,380","2,400","2,320","15,39K","0,00%"
"23.08.2016","2,400","2,440","2,440","2,400","6,11K","-1,23%"
"22.08.2016","2,430","2,400","2,430","2,400","6,14K","0,83%"
"19.08.2016","2,410","2,400","2,410","2,390","17,73K","1,26%"
"18.08.2016","2,380","2,400","2,400","2,380","3,38K","-0,42%"
"17.08.2016","2,390","2,390","2,390","2,390","13,66K","0,42%"
"16.08.2016","2,380","2,380","2,380","2,380","44,92K","0,00%"
"15.08.2016","2,380","2,370","2,380","2,370","17,90K","-0,42%"
"12.08.2016","2,390","2,400","2,400","2,380","6,62K","0,42%"
"11.08.2016","2,380","2,380","2,400","2,380","16,49K","0,00%"
"10.08.2016","2,380","2,390","2,390","2,370","16,13K","-0,83%"
"09.08.2016","2,400","2,400","2,400","2,400","20,08K","-0,41%"
"08.08.2016","2,410","2,420","2,420","2,410","49,32K","2,55%"
"05.08.2016","2,350","2,260","2,350","2,260","27,67K","3,98%"
"04.08.2016","2,260","2,260","2,260","2,250","7,34K","-0,44%"
"03.08.2016","2,270","2,270","2,270","2,230","25,56K","0,00%"
"02.08.2016","2,270","2,370","2,370","2,270","2,87K","-4,22%"
"01.08.2016","2,370","2,370","2,380","2,330","11,20K","0,00%"
"29.07.2016","2,370","2,370","2,370","2,200","32,17K","-0,42%"
"28.07.2016","2,380","2,400","2,400","2,370","49,02K","0,42%"
"27.07.2016","2,370","2,350","2,370","2,350","52,64K","4,87%"
"26.07.2016","2,260","2,450","2,450","2,250","18,32K","1,80%"
"25.07.2016","2,220","2,180","2,220","2,180","54,55K","6,22%"
"22.07.2016","2,090","2,050","2,090","2,050","21,57K","3,98%"
"21.07.2016","2,010","2,120","2,120","2,010","12,92K","-6,94%"
"20.07.2016","2,160","2,150","2,160","2,150","23,98K","0,93%"
"19.07.2016","2,140","2,220","2,220","2,120","20,04K","1,90%"
"18.07.2016","2,100","2,240","2,240","2,100","37,64K","-8,70%"
"15.07.2016","2,300","2,310","2,320","2,300","15,23K","0,00%"
"14.07.2016","2,300","2,280","2,300","2,280","45,40K","0,88%"
"13.07.2016","2,280","2,260","2,280","2,260","39,79K","0,00%"
"12.07.2016","2,280","2,270","2,300","2,270","48,87K","1,79%"
"11.07.2016","2,240","2,240","2,240","2,240","5,90K","1,36%"
"08.07.2016","2,210","2,200","2,210","2,200","40,58K","-0,90%"
"04.07.2016","2,230","2,180","2,230","2,180","13,46K","-1,33%"
"01.07.2016","2,260","2,310","2,310","2,260","18,52K","-3,83%"
"30.06.2016","2,350","2,340","2,370","2,340","25,87K","0,86%"
"29.06.2016","2,330","2,280","2,330","2,270","104,32K","0,00%"
"28.06.2016","2,330","2,410","2,410","2,270","20,16K","-2,51%"
"27.06.2016","2,390","2,320","2,390","2,320","7,75K","3,02%"
"24.06.2016","2,320","2,350","2,350","2,320","5,29K","-1,28%"
"23.06.2016","2,350","2,400","2,400","2,350","1,92K","-4,08%"
"22.06.2016","2,450","2,470","2,470","2,450","17,34K","-0,81%"
"21.06.2016","2,470","2,500","2,500","2,470","11,46K","2,92%"
"20.06.2016","2,400","2,350","2,420","2,350","15,64K","2,13%"
"17.06.2016","2,350","2,330","2,350","2,330","7,01K","0,86%"
"16.06.2016","2,330","2,340","2,340","2,300","9,79K","-0,85%"
"15.06.2016","2,350","2,070","2,350","2,070","53,38K","0,00%"
"14.06.2016","2,350","2,400","2,400","2,220","11,18K","-4,08%"
"13.06.2016","2,450","2,500","2,500","2,450","39,70K","-3,92%"
"10.06.2016","2,550","2,600","2,600","2,550","67,42K","7,59%"
"09.06.2016","2,370","2,300","2,370","2,300","31,98K","3,49%"
"08.06.2016","2,290","2,270","2,290","2,270","7,58K","0,88%"
"07.06.2016","2,270","2,200","2,270","2,200","20,83K","-1,30%"
"06.06.2016","2,300","2,340","2,340","2,300","28,78K","0,00%"
"03.06.2016","2,300","2,620","2,620","2,300","57,14K","5,02%"
"02.06.2016","2,190","2,150","2,190","2,150","46,51K","1,86%"
"01.06.2016","2,150","2,200","2,200","2,120","23,20K","-2,71%"
"31.05.2016","2,210","2,210","2,230","2,210","64,79K","1,38%"
"30.05.2016","2,180","2,260","2,260","2,170","54,34K","-7,63%"
"27.05.2016","2,360","2,440","2,480","2,360","114,87K","10,49%"
"26.05.2016","2,136","1,845","2,136","1,845","176,69K","17,23%"
"25.05.2016","1,822","1,857","1,857","1,822","25,63K","0,28%"
"24.05.2016","1,817","1,805","1,817","1,805","18,95K","3,00%"
"23.05.2016","1,764","1,788","1,788","1,753","82,06K","-1,34%"
"20.05.2016","1,788","1,735","1,799","1,735","3,71K","3,05%"
"18.05.2016","1,735","1,770","1,770","1,729","3,58K","-1,31%"
"17.05.2016","1,758","1,799","1,799","1,758","2,02K","-0,68%"
"16.05.2016","1,770","1,805","1,805","1,758","2,78K","-1,94%"
"13.05.2016","1,805","1,741","1,817","1,741","4,39K","2,67%"
"12.05.2016","1,758","1,758","1,758","1,758","5,23K","0,00%"
"11.05.2016","1,758","1,758","1,758","1,758","5,45K","-0,68%"
"10.05.2016","1,770","1,799","1,799","1,770","2,50K","-1,61%"
"09.05.2016","1,799","1,741","1,799","1,741","30,06K","3,33%"
"06.05.2016","1,741","1,875","1,875","1,741","7,78K","0,00%"
"05.05.2016","1,741","1,677","1,741","1,677","30,74K","0,99%"
"04.05.2016","1,724","1,683","1,724","1,683","14,69K","-1,65%"
"03.05.2016","1,753","1,770","1,770","1,753","9,30K","0,00%"
"02.05.2016","1,753","1,840","1,840","1,753","16,41K","-4,73%"
"29.04.2016","1,840","1,845","1,845","1,840","0,73K","-0,27%"
"28.04.2016","1,845","1,851","1,851","1,828","3,32K","-0,32%"
"27.04.2016","1,851","1,845","1,869","1,845","35,51K","3,23%"
"26.04.2016","1,793","1,735","1,793","1,735","54,34K","3,34%"
"25.04.2016","1,735","1,735","1,735","1,729","50,44K","-0,34%"
"22.04.2016","1,741","1,741","1,741","1,741","96,27K","-2,90%"
"21.04.2016","1,793","1,840","1,840","1,793","4,16K","-3,13%"
"20.04.2016","1,851","1,857","1,857","1,840","19,43K","-0,32%"
"19.04.2016","1,857","1,863","1,863","1,851","10,39K","-0,32%"
"18.04.2016","1,863","1,886","1,886","1,863","6,90K","0,00%"
"15.04.2016","1,863","1,892","1,892","1,863","62,73K","-1,22%"
"14.04.2016","1,886","1,886","1,892","1,886","21,98K","0,00%"
"13.04.2016","1,886","1,880","1,886","1,880","12,42K","1,89%"
"12.04.2016","1,851","1,851","1,851","1,851","9,97K","-0,32%"
"11.04.2016","1,857","1,857","1,857","1,857","20,34K","0,65%"
"08.04.2016","1,845","1,845","1,845","1,828","26,33K","-1,60%"
"07.04.2016","1,875","1,880","1,880","1,869","6,96K","0,32%"
"06.04.2016","1,869","1,869","1,869","1,869","5,35K","0,65%"
"05.04.2016","1,857","1,857","1,857","1,845","38,48K","0,92%"
"04.04.2016","1,840","1,811","1,840","1,811","47,06K","2,62%"
"01.04.2016","1,793","1,770","1,793","1,770","26,70K","0,62%"
"31.03.2016","1,782","1,764","1,782","1,764","35,77K","0,68%"
"30.03.2016","1,770","1,770","1,770","1,689","16,37K","-0,34%"
"29.03.2016","1,776","1,770","1,776","1,770","40,49K","0,34%"
"28.03.2016","1,770","1,712","1,770","1,712","23,68K","3,39%"
"25.03.2016","1,712","1,712","1,712","1,677","11,54K","0,00%"
"24.03.2016","1,712","1,764","1,764","1,712","4,85K","-0,35%"
"23.03.2016","1,718","1,776","1,776","1,654","34,60K","-0,35%"
"22.03.2016","1,724","1,689","1,724","1,689","63,98K","3,17%"
"21.03.2016","1,671","1,648","1,671","1,648","40,21K","1,40%"
"18.03.2016","1,648","1,637","1,648","1,637","14,77K","0,67%"
"17.03.2016","1,637","1,631","1,637","1,631","6,30K","0,37%"
"16.03.2016","1,631","1,625","1,631","1,625","24,84K","0,37%"
"15.03.2016","1,625","1,619","1,625","1,619","42,13K","-0,37%"
"14.03.2016","1,631","1,631","1,631","1,619","19,96K","-0,37%"
"11.03.2016","1,637","1,637","1,637","1,637","7,50K","0,74%"
"10.03.2016","1,625","1,625","1,625","1,619","3,87K","0,00%"
"09.03.2016","1,625","1,625","1,625","1,619","4,63K","0,37%"
"08.03.2016","1,619","1,637","1,637","1,619","19,03K","-0,37%"
"07.03.2016","1,625","1,625","1,637","1,625","11,24K","0,00%"
"04.03.2016","1,625","1,619","1,625","1,619","8,99K","0,00%"
"03.03.2016","1,625","1,637","1,637","1,625","7,34K","-0,73%"
"02.03.2016","1,637","1,637","1,637","1,637","6,12K","0,74%"
"01.03.2016","1,625","1,613","1,625","1,613","5,84K","0,74%"
"29.02.2016","1,613","1,613","1,613","1,613","22,67K","0,00%"
"26.02.2016","1,613","1,613","1,613","1,607","12,08K","0,00%"
"25.02.2016","1,613","1,619","1,619","1,613","5,62K","-0,74%"
"24.02.2016","1,625","1,625","1,625","1,607","2,71K","0,00%"
"23.02.2016","1,625","1,613","1,631","1,613","3,74K","0,00%"
"22.02.2016","1,625","1,613","1,625","1,613","28,74K","0,74%"
"19.02.2016","1,613","1,613","1,613","1,613","12,63K","0,00%"
"18.02.2016","1,613","1,613","1,613","1,613","23,96K","0,00%"
"17.02.2016","1,613","1,596","1,613","1,596","5,74K","1,07%"
"16.02.2016","1,596","1,607","1,607","1,596","5,39K","0,00%"
"15.02.2016","1,596","1,625","1,625","1,590","14,82K","-2,15%"
"12.02.2016","1,631","1,625","1,654","1,625","11,24K","1,12%"
"11.02.2016","1,613","1,625","1,625","1,613","1,50K","-0,74%"
"10.02.2016","1,625","1,625","1,625","1,625","7,19K","0,00%"
"09.02.2016","1,625","1,642","1,642","1,625","3,98K","-2,46%"
"08.02.2016","1,666","1,683","1,683","1,666","16,14K","-0,66%"
"05.02.2016","1,677","1,660","1,677","1,660","5,42K","1,39%"
"04.02.2016","1,654","1,654","1,654","1,654","23,72K","0,73%"
"03.02.2016","1,642","1,654","1,654","1,631","12,37K","0,00%"
"02.02.2016","1,642","1,671","1,671","1,642","20,48K","-2,09%"
"01.02.2016","1,677","1,677","1,683","1,671","11,47K","-0,36%"
"29.01.2016","1,683","1,666","1,683","1,666","19,80K","1,02%"
"28.01.2016","1,666","1,712","1,712","1,666","9,99K","-2,00%"
"27.01.2016","1,700","1,712","1,712","1,695","10,80K","-0,70%"
"26.01.2016","1,712","1,631","1,712","1,631","5,81K","3,13%"
"25.01.2016","1,660","1,654","1,677","1,654","3,21K","0,36%"
"22.01.2016","1,654","1,654","1,654","1,642","32,86K","1,41%"
"21.01.2016","1,631","1,712","1,712","1,631","18,28K","0,00%"
"20.01.2016","1,631","1,648","1,648","1,631","15,78K","-2,10%"
"19.01.2016","1,666","1,671","1,671","1,666","5,70K","-0,30%"
"18.01.2016","1,671","1,677","1,677","1,671","4,52K","-0,71%"
"15.01.2016","1,683","1,689","1,689","1,683","14,27K","0,00%"
"14.01.2016","1,683","1,735","1,735","1,683","4,89K","-1,35%"
"13.01.2016","1,706","1,741","1,741","1,706","7,60K","0,00%"
"12.01.2016","1,706","1,706","1,706","1,706","2,39K","-0,35%"
"11.01.2016","1,712","1,712","1,712","1,712","11,71K","0,00%"
"08.01.2016","1,712","1,741","1,741","1,712","3,41K","-0,70%"
"07.01.2016","1,724","1,741","1,741","1,724","2,00K","1,71%"
"06.01.2016","1,695","1,706","1,706","1,695","9,10K","-0,64%"
"05.01.2016","1,706","1,741","1,741","1,683","8,33K","-2,01%"
"04.01.2016","1,741","1,764","1,764","1,741","10,04K","0,00%"
"31.12.2015","1,741","1,741","1,741","1,741","15,51K","-1,30%"
"30.12.2015","1,764","1,764","1,764","1,764","2,28K","-0,68%"
"29.12.2015","1,776","1,776","1,776","1,776","8,50K","0,00%"
"28.12.2015","1,776","1,776","1,776","1,776","13,95K","-0,34%"
"25.12.2015","1,782","1,788","1,788","1,782","6,61K","-0,34%"
"24.12.2015","1,788","1,788","1,788","1,788","6,28K","0,00%"
"23.12.2015","1,788","1,799","1,799","1,788","3,02K","0,34%"
"22.12.2015","1,782","1,799","1,799","1,782","2,09K","0,00%"
"21.12.2015","1,782","1,799","1,799","1,782","4,42K","2,35%"
"18.12.2015","1,741","1,741","1,741","1,741","8,26K","0,00%"
"17.12.2015","1,741","1,712","1,741","1,712","3,55K","1,69%"
"16.12.2015","1,712","1,712","1,712","1,712","4,79K","0,00%"
"15.12.2015","1,712","1,654","1,712","1,654","9,44K","2,09%"
"14.12.2015","1,677","1,695","1,695","1,677","4,44K","-2,39%"
"11.12.2015","1,718","1,695","1,741","1,695","4,80K","1,72%"
"10.12.2015","1,689","1,689","1,689","1,689","6,27K","-4,25%"
"09.12.2015","1,764","1,741","1,770","1,741","4,09K","0,34%"
"08.12.2015","1,758","1,799","1,799","1,758","13,15K","-5,94%"
"07.12.2015","1,869","1,886","1,892","1,863","22,43K","1,58%"
"04.12.2015","1,840","1,741","1,840","1,741","32,38K","9,33%"
"03.12.2015","1,683","1,938","1,938","1,579","30,92K","-14,22%"
"02.12.2015","1,962","1,967","1,967","1,962","36,16K","-0,56%"
"01.12.2015","1,973","1,967","1,973","1,967","29,06K","0,31%"
"30.11.2015","1,967","2,002","2,002","1,967","27,44K","-0,30%"
"27.11.2015","1,973","1,973","1,973","1,973","8,59K","0,00%"
"26.11.2015","1,973","2,002","2,002","1,973","15,52K","-1,45%"
"25.11.2015","2,002","1,973","2,002","1,973","15,00K","1,47%"
"24.11.2015","1,973","2,066","2,066","1,973","56,96K","-4,22%"
"23.11.2015","2,060","2,089","2,089","2,060","8,02K","2,28%"
"20.11.2015","2,014","2,014","2,014","2,014","20,12K","0,00%"
"19.11.2015","2,014","2,020","2,020","2,014","5,72K","-0,30%"
"18.11.2015","2,020","2,031","2,031","2,020","6,88K","-0,25%"
"17.11.2015","2,025","2,031","2,031","2,025","2,02K","0,00%"
"16.11.2015","2,025","2,025","2,025","2,025","20,46K","-1,70%"
"13.11.2015","2,060","2,060","2,060","2,060","2,97K","1,13%"
"12.11.2015","2,037","2,043","2,043","2,037","15,78K","0,00%"
"11.11.2015","2,037","2,037","2,037","2,037","24,17K","0,00%"
"10.11.2015","2,037","1,985","2,060","1,985","8,99K","-1,69%"
"09.11.2015","2,072","2,049","2,078","2,049","16,09K","2,02%"
"06.11.2015","2,031","2,031","2,031","2,031","71,53K","0,00%"
"05.11.2015","2,031","2,037","2,037","2,031","21,38K","2,94%"
"04.11.2015","1,973","1,967","1,973","1,967","69,60K","0,56%"
"03.11.2015","1,962","1,973","1,973","1,950","34,57K","-2,00%"
"02.11.2015","2,002","2,031","2,031","2,002","21,63K","4,54%"
"30.10.2015","1,915","1,973","1,973","1,915","1,79K","-2,94%"
"28.10.2015","1,973","1,979","1,979","1,973","7,59K","0,00%"
"27.10.2015","1,973","2,014","2,014","1,973","29,32K","-2,04%"
"26.10.2015","2,014","2,037","2,037","2,014","27,46K","-1,13%"
"23.10.2015","2,037","2,060","2,060","2,037","13,25K","-1,12%"
"22.10.2015","2,060","2,089","2,089","2,060","60,54K","-1,39%"
"21.10.2015","2,089","2,095","2,095","2,089","31,04K","-1,37%"
"20.10.2015","2,118","2,142","2,142","2,118","10,09K","-1,12%"
"19.10.2015","2,142","2,159","2,159","2,142","38,90K","-0,51%"
"16.10.2015","2,153","2,147","2,153","2,147","52,52K","1,65%"
"15.10.2015","2,118","2,107","2,118","2,107","98,18K","0,52%"
"14.10.2015","2,107","2,345","2,345","2,107","31,78K","-9,92%"
"13.10.2015","2,339","2,339","2,339","2,327","25,43K","-4,02%"
"12.10.2015","2,437","2,455","2,455","2,437","5,66K","4,19%"
"09.10.2015","2,339","2,368","2,368","2,333","19,34K","-2,42%"
"08.10.2015","2,397","2,437","2,437","2,397","6,75K","-1,64%"
"07.10.2015","2,437","2,437","2,437","2,437","15,71K","0,00%"
"06.10.2015","2,437","2,437","2,437","2,437","32,01K","7,69%"
"05.10.2015","2,263","2,490","2,490","2,240","18,17K","-9,12%"
"02.10.2015","2,490","2,577","2,600","2,490","9,92K","-0,68%"
"01.10.2015","2,507","2,525","2,525","2,495","45,42K","-4,64%"
"30.09.2015","2,629","2,693","2,704","2,629","28,67K","7,61%"
"29.09.2015","2,443","2,716","2,716","2,443","34,70K","-15,99%"
"28.09.2015","2,908","3,232","3,232","2,908","80,67K","-0,99%"
"23.09.2015","2,937","2,937","2,937","2,937","29,03K","10,00%"
"22.09.2015","2,670","2,426","2,670","2,426","27,47K","21,09%"
"21.09.2015","2,205","1,991","2,205","1,991","35,68K","49,09%"
"18.09.2015","1,479","1,471","1,479","1,471","28,59K","1,37%"
"17.09.2015","1,459","1,479","1,479","1,459","47,13K","-2,08%"
"16.09.2015","1,490","1,438","1,502","1,438","50,35K","6,66%"
"15.09.2015","1,397","1,387","1,397","1,387","18,08K","1,45%"
"14.09.2015","1,377","1,403","1,403","1,377","10,33K","-2,13%"
"11.09.2015","1,407","1,397","1,418","1,397","7,49K","0,57%"
"10.09.2015","1,399","1,420","1,420","1,399","8,26K","-2,03%"
"09.09.2015","1,428","1,438","1,438","1,428","8,17K","-0,70%"
"08.09.2015","1,438","1,459","1,459","1,438","2,65K","-1,44%"
"07.09.2015","1,459","1,469","1,469","1,459","3,86K","-0,68%"
"04.09.2015","1,469","1,469","1,469","1,469","1,64K","0,00%"
"03.09.2015","1,469","1,490","1,490","1,469","5,91K","-1,41%"
"02.09.2015","1,490","1,479","1,490","1,479","26,85K","1,43%"
"01.09.2015","1,469","1,461","1,469","1,459","4,05K","0,69%"
"31.08.2015","1,459","1,459","1,459","1,459","19,12K","0,00%"
"28.08.2015","1,459","1,469","1,469","1,459","6,81K","-0,41%"
"27.08.2015","1,465","1,459","1,469","1,459","14,94K","1,17%"
"26.08.2015","1,448","1,444","1,448","1,444","8,10K","0,70%"
"25.08.2015","1,438","1,440","1,446","1,438","2,83K","0,42%"
"24.08.2015","1,432","1,440","1,448","1,432","21,70K","-0,42%"
"21.08.2015","1,438","1,459","1,459","1,438","3,86K","-1,44%"
"20.08.2015","1,459","1,459","1,459","1,438","1,88K","0,00%"
"19.08.2015","1,459","1,459","1,459","1,459","10,57K","0,00%"
"18.08.2015","1,459","1,463","1,463","1,459","3,98K","-0,41%"
"17.08.2015","1,465","1,448","1,469","1,448","3,57K","-0,27%"
"14.08.2015","1,469","1,469","1,469","1,465","9,69K","2,16%"
"13.08.2015","1,438","1,448","1,448","1,438","14,43K","-0,69%"
"12.08.2015","1,448","1,453","1,453","1,448","12,87K","-0,75%"
"11.08.2015","1,459","1,457","1,459","1,457","12,45K","0,00%"
"10.08.2015","1,459","1,463","1,463","1,459","30,23K","-0,14%"
"07.08.2015","1,461","1,453","1,461","1,453","13,39K","0,90%"
"06.08.2015","1,448","1,448","1,448","1,448","3,43K","0,70%"
"05.08.2015","1,438","1,438","1,438","1,438","5,12K","-0,69%"
"04.08.2015","1,448","1,459","1,459","1,448","12,81K","-0,14%"
"03.08.2015","1,450","1,479","1,479","1,450","3,32K","0,14%"
"31.07.2015","1,448","1,459","1,459","1,448","4,90K","-0,75%"
"30.07.2015","1,459","1,438","1,479","1,438","4,19K","1,46%"
"29.07.2015","1,438","1,438","1,438","1,436","8,53K","-1,44%"
"28.07.2015","1,459","1,438","1,459","1,438","19,37K","0,62%"
"27.07.2015","1,450","1,490","1,490","1,450","12,42K","0,14%"
"24.07.2015","1,448","1,438","1,450","1,428","8,63K","2,12%"
"23.07.2015","1,418","1,483","1,483","1,418","11,83K","-4,83%"
"22.07.2015","1,490","1,500","1,500","1,483","5,24K","0,00%"
"21.07.2015","1,490","1,479","1,490","1,479","8,92K","4,93%"
"20.07.2015","1,420","1,479","1,479","1,418","30,68K","-3,99%"
"16.07.2015","1,479","1,488","1,488","1,479","24,31K","-1,40%"
"15.07.2015","1,500","1,572","1,572","1,475","19,70K","-5,18%"
"14.07.2015","1,582","1,603","1,603","1,582","29,97K","0,00%"
"13.07.2015","1,582","1,488","1,582","1,488","43,46K","7,69%"
"10.07.2015","1,469","1,442","1,469","1,442","40,89K","2,30%"
"09.07.2015","1,436","1,422","1,436","1,422","7,41K","0,98%"
"08.07.2015","1,422","1,428","1,428","1,422","10,43K","-0,42%"
"07.07.2015","1,428","1,432","1,432","1,428","6,57K","0,00%"
"06.07.2015","1,428","1,424","1,436","1,424","10,94K","0,00%"
"03.07.2015","1,428","1,395","1,428","1,395","4,08K","2,37%"
"02.07.2015","1,395","1,416","1,416","1,395","13,98K","-1,48%"
"01.07.2015","1,416","1,418","1,418","1,413","2,79K","-0,14%"
"30.06.2015","1,418","1,426","1,426","1,418","8,09K","-0,56%"
"29.06.2015","1,426","1,426","1,426","1,426","4,65K","0,00%"
"26.06.2015","1,426","1,428","1,428","1,422","6,92K","0,56%"
"25.06.2015","1,418","1,436","1,436","1,418","4,21K","0,00%"
"24.06.2015","1,418","1,418","1,418","1,399","1,59K","0,00%"
"23.06.2015","1,418","1,438","1,438","1,418","3,08K","0,00%"
"22.06.2015","1,418","1,418","1,418","1,418","5,47K","0,00%"
"19.06.2015","1,418","1,430","1,430","1,413","8,36K","-0,98%"
"18.06.2015","1,432","1,440","1,440","1,432","11,74K","0,00%"
"17.06.2015","1,432","1,428","1,432","1,428","10,41K","0,99%"
"16.06.2015","1,418","1,409","1,420","1,409","5,94K","1,36%"
"15.06.2015","1,399","1,416","1,416","1,399","2,22K","-1,34%"
"12.06.2015","1,418","1,428","1,428","1,418","16,43K","0,14%"
"11.06.2015","1,416","1,397","1,416","1,397","7,11K","2,09%"
"10.06.2015","1,387","1,356","1,387","1,356","3,12K","3,05%"
"09.06.2015","1,346","1,327","1,346","1,327","3,11K","4,02%"
"08.06.2015","1,294","1,278","1,294","1,278","43,32K","-7,37%"
"05.06.2015","1,397","1,413","1,413","1,397","10,77K","-1,13%"
"04.06.2015","1,413","1,418","1,418","1,413","8,87K","-0,35%"
"03.06.2015","1,418","1,409","1,418","1,409","11,31K","0,64%"
"02.06.2015","1,409","1,418","1,418","1,409","17,80K","-0,63%"
"01.06.2015","1,418","1,426","1,434","1,418","1,13K","-1,12%"
"29.05.2015","1,434","1,436","1,436","1,434","5,67K","0,00%"
"28.05.2015","1,434","1,418","1,442","1,418","4,23K","-0,55%"
"27.05.2015","1,442","1,446","1,446","1,442","10,91K","0,28%"
"26.05.2015","1,438","1,448","1,448","1,438","3,53K","0,00%"
"25.05.2015","1,438","1,459","1,459","1,438","7,95K","-0,69%"
"22.05.2015","1,448","1,457","1,457","1,448","11,06K","0,70%"
"21.05.2015","1,438","1,428","1,448","1,428","17,61K","0,56%"
"20.05.2015","1,430","1,438","1,438","1,430","5,27K","-0,56%"
"18.05.2015","1,438","1,440","1,440","1,438","27,24K","0,00%"
"15.05.2015","1,438","1,457","1,457","1,438","8,77K","-0,42%"
"14.05.2015","1,444","1,444","1,444","1,444","17,23K","-0,14%"
"13.05.2015","1,446","1,444","1,446","1,444","4,07K","0,56%"
"12.05.2015","1,438","1,453","1,455","1,438","5,13K","-0,55%"
"11.05.2015","1,446","1,440","1,446","1,440","13,70K","0,42%"
"08.05.2015","1,440","1,440","1,440","1,438","24,05K","0,14%"
"07.05.2015","1,438","1,448","1,448","1,420","8,40K","-1,03%"
"06.05.2015","1,453","1,457","1,457","1,453","6,00K","0,35%"
"05.05.2015","1,448","1,459","1,459","1,448","8,04K","-0,48%"
"04.05.2015","1,455","1,432","1,459","1,432","5,92K","1,89%"
"19.03.2015","1,428","1,418","1,428","1,418","11,41K","0,14%"
"16.03.2015","1,426","1,418","1,428","1,418","2,13K","-0,14%"
"13.03.2015","1,428","1,438","1,438","1,428","0,75K","-0,70%"
"12.03.2015","1,438","1,438","1,438","1,401","1,86K","0,00%"
"11.03.2015","1,438","1,438","1,438","1,438","10,58K","-0,55%"
"10.03.2015","1,446","1,448","1,448","1,446","26,78K","0,00%"
"09.03.2015","1,446","1,446","1,448","1,446","1,50K","-0,14%"
"06.03.2015","1,448","1,438","1,448","1,438","9,73K","3,65%"
"05.03.2015","1,397","1,418","1,418","1,397","12,30K","-1,48%"
"04.03.2015","1,418","1,428","1,428","1,418","3,29K","-0,70%"
"03.03.2015","1,428","1,438","1,438","1,407","13,84K","-1,11%"
"02.03.2015","1,444","1,438","1,444","1,438","6,25K","0,42%"
"27.02.2015","1,438","1,463","1,463","1,438","21,06K","-1,71%"
"26.02.2015","1,463","1,465","1,469","1,463","7,60K","0,14%"
